WBS;Capitulo;Subcapitulo;Actividad;Semana;BAC;PV;EV;AC;Comentario_Operativo;Comentario_Administrativo
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;8;147379;29472;25048;26368;Frente operativo.;Ejecucion conforme.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;9;147379;33156;28179;29664;Frente operativo.;Ejecucion conforme.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;10;147379;36840;31310;32960;Frente operativo.;Ejecucion conforme.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;11;147379;40524;34441;36256;Frente operativo.;Ejecucion conforme.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;12;147379;44208;37572;39552;Frente operativo.;Ejecucion conforme.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;13;147379;47892;40703;42848;Frente operativo.;Ejecucion conforme.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;14;147379;51576;43834;46144;Frente operativo.;Ejecucion conforme.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;15;147379;55260;46228;48664;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;16;147379;58944;48622;51184;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;17;147379;62628;51016;53704;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;18;147379;66312;53410;56224;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;19;147379;69996;55804;58744;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.1.5;3. Suministros;3.1 Equipos 115kV;TTs;20;147379;73680;58198;61264;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;1;147379;3684;3131;3296;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;2;147379;7368;6262;6592;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;3;147379;11052;9393;9888;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;4;147379;14736;12524;13184;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;5;147379;18420;15655;16480;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;6;147379;22104;18786;19776;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;7;147379;25788;21917;23072;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;8;147379;29472;25048;26368;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;9;147379;33156;28179;29664;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;10;147379;36840;31310;32960;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;11;147379;40524;34441;36256;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;12;147379;44208;37572;39552;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;13;147379;47892;40703;42848;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;14;147379;51576;43834;46144;Frente operativo.;Ejecucion conforme.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;15;147379;55260;46228;48664;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;16;147379;58944;48622;51184;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;17;147379;62628;51016;53704;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;18;147379;66312;53410;56224;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;19;147379;69996;55804;58744;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.1.6;3. Suministros;3.1 Equipos 115kV;Pararrayos;20;147379;73680;58198;61264;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;1;147379;3684;3131;3296;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;2;147379;7368;6262;6592;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;3;147379;11052;9393;9888;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;4;147379;14736;12524;13184;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;5;147379;18420;15655;16480;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;6;147379;22104;18786;19776;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;7;147379;25788;21917;23072;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;8;147379;29472;25048;26368;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;9;147379;33156;28179;29664;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;10;147379;36840;31310;32960;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;11;147379;40524;34441;36256;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;12;147379;44208;37572;39552;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;13;147379;47892;40703;42848;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;14;147379;51576;43834;46144;Frente operativo.;Ejecucion conforme.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;15;147379;55260;46228;48664;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;16;147379;58944;48622;51184;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;17;147379;62628;51016;53704;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;18;147379;66312;53410;56224;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;19;147379;69996;55804;58744;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.1.7;3. Suministros;3.1 Equipos 115kV;Aisladores Soporte;20;147379;73680;58198;61264;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;1;41266;0;0;0;No iniciada;No iniciada
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;2;41266;0;0;0;No iniciada;No iniciada
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;3;41266;0;0;0;No iniciada;No iniciada
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;4;41266;0;0;0;No iniciada;No iniciada
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;5;41266;1587;1349;1420;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;6;41266;3174;2698;2840;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;7;41266;4761;4047;4260;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;8;41266;6348;5396;5680;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;9;41266;7935;6745;7100;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;10;41266;9522;8094;8520;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;11;41266;11109;9443;9940;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;12;41266;12696;10792;11360;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;13;41266;14283;12141;12780;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;14;41266;15870;13490;14200;Frente operativo.;Ejecucion conforme.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;15;41266;17457;14521;15285;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;16;41266;19044;15552;16370;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;17;41266;20631;16583;17455;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;18;41266;22218;17614;18540;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;19;41266;23805;18645;19625;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.2.1;3. Suministros;3.2 Estructuras;Porticos 115kV;20;41266;25392;19676;20710;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;1;41266;0;0;0;No iniciada;No iniciada
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;2;41266;0;0;0;No iniciada;No iniciada
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;3;41266;0;0;0;No iniciada;No iniciada
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;4;41266;0;0;0;No iniciada;No iniciada
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;5;41266;1587;1349;1420;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;6;41266;3174;2698;2840;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;7;41266;4761;4047;4260;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;8;41266;6348;5396;5680;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;9;41266;7935;6745;7100;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;10;41266;9522;8094;8520;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;11;41266;11109;9443;9940;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;12;41266;12696;10792;11360;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;13;41266;14283;12141;12780;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;14;41266;15870;13490;14200;Frente operativo.;Ejecucion conforme.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;15;41266;17457;14521;15285;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;16;41266;19044;15552;16370;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;17;41266;20631;16583;17455;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;18;41266;22218;17614;18540;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;19;41266;23805;18645;19625;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.2.2;3. Suministros;3.2 Estructuras;Vigas Amarre;20;41266;25392;19676;20710;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;1;41266;0;0;0;No iniciada;No iniciada
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;2;41266;0;0;0;No iniciada;No iniciada
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;3;41266;0;0;0;No iniciada;No iniciada
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;4;41266;0;0;0;No iniciada;No iniciada
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;5;41266;1587;1349;1420;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;6;41266;3174;2698;2840;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;7;41266;4761;4047;4260;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;8;41266;6348;5396;5680;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;9;41266;7935;6745;7100;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;10;41266;9522;8094;8520;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;11;41266;11109;9443;9940;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;12;41266;12696;10792;11360;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;13;41266;14283;12141;12780;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;14;41266;15870;13490;14200;Frente operativo.;Ejecucion conforme.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;15;41266;17457;14521;15285;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;16;41266;19044;15552;16370;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;17;41266;20631;16583;17455;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;18;41266;22218;17614;18540;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;19;41266;23805;18645;19625;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.2.3;3. Suministros;3.2 Estructuras;Soportes Equipos;20;41266;25392;19676;20710;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;1;41266;0;0;0;No iniciada;No iniciada
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;2;41266;0;0;0;No iniciada;No iniciada
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;3;41266;0;0;0;No iniciada;No iniciada
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;4;41266;0;0;0;No iniciada;No iniciada
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;5;41266;1587;1349;1420;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;6;41266;3174;2698;2840;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;7;41266;4761;4047;4260;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;8;41266;6348;5396;5680;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;9;41266;7935;6745;7100;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;10;41266;9522;8094;8520;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;11;41266;11109;9443;9940;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;12;41266;12696;10792;11360;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;13;41266;14283;12141;12780;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;14;41266;15870;13490;14200;Frente operativo.;Ejecucion conforme.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;15;41266;17457;14521;15285;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;16;41266;19044;15552;16370;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;17;41266;20631;16583;17455;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;18;41266;22218;17614;18540;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;19;41266;23805;18645;19625;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.2.4;3. Suministros;3.2 Estructuras;Herrajes;20;41266;25392;19676;20710;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;1;41266;0;0;0;No iniciada;No iniciada
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;2;41266;0;0;0;No iniciada;No iniciada
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;3;41266;0;0;0;No iniciada;No iniciada
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;4;41266;0;0;0;No iniciada;No iniciada
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;5;41266;1587;1349;1420;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;6;41266;3174;2698;2840;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;7;41266;4761;4047;4260;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;8;41266;6348;5396;5680;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;9;41266;7935;6745;7100;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;10;41266;9522;8094;8520;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;11;41266;11109;9443;9940;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;12;41266;12696;10792;11360;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;13;41266;14283;12141;12780;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;14;41266;15870;13490;14200;Frente operativo.;Ejecucion conforme.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;15;41266;17457;14521;15285;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;16;41266;19044;15552;16370;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;17;41266;20631;16583;17455;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;18;41266;22218;17614;18540;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;19;41266;23805;18645;19625;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.2.5;3. Suministros;3.2 Estructuras;Pernos Anclaje;20;41266;25392;19676;20710;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;1;51582;0;0;0;No iniciada;No iniciada
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;2;51582;0;0;0;No iniciada;No iniciada
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;3;51582;0;0;0;No iniciada;No iniciada
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;4;51582;0;0;0;No iniciada;No iniciada
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.1;3. Suministros;3.3 Control;Tableros Proteccion;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.2;3. Suministros;3.3 Control;Tableros Control;1;51582;0;0;0;No iniciada;No iniciada
3.3.2;3. Suministros;3.3 Control;Tableros Control;2;51582;0;0;0;No iniciada;No iniciada
3.3.2;3. Suministros;3.3 Control;Tableros Control;3;51582;0;0;0;No iniciada;No iniciada
3.3.2;3. Suministros;3.3 Control;Tableros Control;4;51582;0;0;0;No iniciada;No iniciada
3.3.2;3. Suministros;3.3 Control;Tableros Control;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.2;3. Suministros;3.3 Control;Tableros Control;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.2;3. Suministros;3.3 Control;Tableros Control;16;51582;16284;13294;13996;Inspeccion fisica aduanera en curso.;Gestionando exencion de multas.
3.3.2;3. Suministros;3.3 Control;Tableros Control;17;51582;17641;14176;14924;Discrepancia documental en celdas.;SPI cae por no ingreso de equipos.
3.3.2;3. Suministros;3.3 Control;Tableros Control;18;51582;18998;15058;15852;Equipos retenidos temporalmente.;Sobrecosto logistico acumulado.
3.3.2;3. Suministros;3.3 Control;Tableros Control;19;51582;20355;15940;16780;Reprogramando contratista de montaje.;Retraso impacta facturacion del hito.
3.3.2;3. Suministros;3.3 Control;Tableros Control;20;51582;21712;16822;17708;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;1;51582;0;0;0;No iniciada;No iniciada
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;2;51582;0;0;0;No iniciada;No iniciada
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;3;51582;0;0;0;No iniciada;No iniciada
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;4;51582;0;0;0;No iniciada;No iniciada
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;5;51582;1357;1153;1214;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;6;51582;2714;2306;2428;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;7;51582;4071;3459;3642;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;8;51582;5428;4612;4856;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;9;51582;6785;5765;6070;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;10;51582;8142;6918;7284;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;11;51582;9499;8071;8498;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;12;51582;10856;9224;9712;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;13;51582;12213;10377;10926;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;14;51582;13570;11530;12140;Frente operativo.;Ejecucion conforme.
3.3.3;3. Suministros;3.3 Control;Celdas GIS 34.5kV;15;51582;14927;12412;13068;Retraso en transito maritimo notificado.;Costos de bodegaje en puerto activos.
